task_id,node_name,automation_share,automation_pct,augmentation_pct,pct,ai_autonomy_mean,human_only_time_mean,human_with_ai_time_mean
18051,"Review product promotional materials, labeling, batch records, specification sheets, or test methods for compliance with applicable regulations and policies.",45.45,45.45,54.55,0.0,2.58,4.28,20.7
18052,"Advise project teams on subjects such as premarket regulatory requirements, export and labeling requirements, or clinical study compliance issues.",32.15,32.37,68.32,0.01,2.59,7.91,53.36
18053,Compile and maintain regulatory documentation databases or systems.,85.96,85.96,14.04,0.0,3.54,7.66,18.93
18060,Participate in internal or external audits.,56.52,56.52,43.48,0.0,3.2,12.29,33.28
18062,Prepare or maintain technical files as necessary to obtain and sustain product approval.,56.38,62.79,48.57,0.0,3.02,9.39,38.46
18063,Recommend changes to company procedures in response to changes in regulations or standards.,28.79,27.5,68.03,0.01,2.82,8.8,49.68
18064,"Prepare responses to customer requests for information, such as product data, written regulatory affairs statements, surveys, or questionnaires.",42.49,41.43,56.07,0.0,2.42,1.68,22.94
18066,"Write or update standard operating procedures, work instructions, or policies.",45.31,45.31,54.69,0.0,2.95,8.09,41.77
18077,Calculate potential for energy savings.,38.46,38.46,61.54,0.0,2.53,2.2,24.3
18084,Quantify energy consumption to establish baselines for energy use or need.,68.75,68.75,31.25,0.0,2.88,8.72,36.07
18087,Recommend energy-efficient technologies or alternate energy sources.,33.33,33.33,66.67,0.0,2.7,9.17,68.93
18088,"Design, develop, select, test, implement, and evaluate new or modified informatics solutions, data structures, and decision-support mechanisms to support patients, health care professionals, and their information management and human-computer and human-technology interactions within health care contexts.",34.62,34.62,65.38,0.0,3.04,10.4,30.31
1809,"Provide information and advice regarding drug interactions, side effects, dosage, and proper medication storage.",33.83,33.83,66.17,0.13,2.52,1.88,37.01
18092,Use informatics science to design or implement health information technology applications for resolution of clinical or health care administrative problems.,41.86,41.86,58.14,0.0,3.11,16.11,41.6
18094,"Analyze and interpret patient, nursing, or information systems data to improve nursing services.",77.27,77.27,22.73,0.0,2.83,1.97,11.83
1810,Analyze prescribing trends to monitor patient compliance and to prevent excessive usage or harmful interactions.,60.0,60.0,40.0,0.0,2.93,3.57,40.47
18101,"Identify, collect, record, or analyze data relevant to the nursing care of patients.",66.1,65.56,33.63,0.0,2.47,1.51,18.96
18128,"Design validation study features, such as sampling, testing, or analytical methodologies.",28.64,28.64,71.36,0.01,2.85,8.72,60.4
18129,"Develop validation master plans, process flow diagrams, test cases, or standard operating procedures.",60.0,60.0,40.0,0.0,3.0,,
18131,Analyze validation test data to determine whether systems or processes have met validation criteria or to identify root causes of production problems.,63.62,63.62,36.38,0.01,2.78,8.34,61.06
18133,"Create, populate, or maintain databases for tracking validation activities, test results, or validated systems.",100.0,100.0,0.0,0.0,2.61,0.65,6.5
18137,"Prepare detailed reports or design statements, based on results of validation and qualification tests or reviews of procedures and protocols.",45.88,45.88,54.12,0.0,3.13,12.26,45.47
18146,"Prepare, maintain, or review validation and compliance documentation, such as engineering change notices, schematics, or protocols.",54.84,54.84,45.16,0.0,2.96,12.42,66.88
18174,"Estimate costs, production times, or staffing requirements for new designs.",47.14,47.14,52.86,0.0,2.95,5.23,32.43
18175,Evaluate manufactured products according to specifications and quality standards.,44.52,43.42,54.11,0.01,2.67,2.6,25.38
18177,"Investigate or resolve operational problems, such as material use variances or bottlenecks.",59.53,59.53,40.47,0.02,2.95,7.35,53.87
18178,Prepare documentation for new manufacturing processes or engineering procedures.,48.55,47.56,50.41,0.0,3.09,9.37,39.2
1818,Refer patients to other health professionals or agencies when appropriate.,67.8,67.8,32.2,0.01,2.7,0.83,25.65
18180,Review product designs for manufacturability or completeness.,30.1,30.1,69.9,0.01,2.76,4.22,41.15
18181,"Troubleshoot new or existing product problems involving designs, materials, or processes.",66.86,66.86,33.14,0.04,2.68,3.3,35.39
18182,Prepare reports summarizing information or trends related to manufacturing performance.,74.19,74.19,25.81,0.0,3.09,4.16,32.7
18183,Provide technical expertise or support related to manufacturing.,32.41,32.66,68.1,0.02,2.66,4.63,47.18
18195,Analyze system performance or operational requirements.,60.1,60.1,39.9,0.09,2.96,6.95,42.27
18265,Compile and format image data to increase its usefulness.,46.64,46.64,53.36,0.12,3.07,4.09,20.17
18269,Develop new analytical techniques or sensor systems.,24.0,24.0,76.0,0.0,3.04,14.97,66.58
18275,Recommend new remote sensing hardware or software acquisitions.,27.78,27.78,72.22,0.0,2.61,5.96,46.94
18297,"Analyze the indications, contraindications, risk complications, and cost-benefit tradeoffs of therapeutic interventions.",39.96,39.96,60.04,0.01,2.62,2.35,31.42
18298,Diagnose acute or chronic conditions that could result in rapid physiological deterioration or life-threatening instability.,78.95,78.95,21.05,0.0,2.42,1.04,24.63
18301,Interpret information obtained from electrocardiograms (EKGs) or radiographs (x-rays).,60.27,60.27,39.73,0.0,2.69,1.08,17.64
18303,"Assess urgent and emergent health conditions, using both physiologically and technologically derived data.",76.34,76.34,23.66,0.0,2.47,3.29,62.68
18307,Discuss illnesses and treatments with patients and family members.,32.04,32.04,67.96,0.01,2.67,2.15,41.27
1831,Counsel outpatients or other patients during office visits.,31.63,31.63,68.37,0.0,2.66,1.04,23.47
18317,Assist patients in organizing their health care system activities.,54.93,54.93,45.07,0.01,2.38,1.61,40.57
18331,"Advocate for patients' and families' needs, or provide emotional support for patients and their families.",47.25,43.75,48.84,0.0,2.8,3.18,165.69
18336,"Assess patients' psychosocial status and needs, including areas such as sleep patterns, anxiety, grief, anger, and support systems.",56.52,56.52,43.48,0.0,2.88,3.3,44.79
18339,Compile and analyze data obtained from monitoring or diagnostic tests.,51.52,51.52,48.48,0.0,2.56,4.64,62.24
1834,"Advise or inform guardians, relatives, or significant others of patients' conditions or treatment.",43.69,43.69,56.31,0.0,2.46,3.05,44.39
18360,"Perform or evaluate the results of diagnostic tests, such as radiographs (x-rays) and electrocardiograms (EKGs).",75.0,75.0,25.0,0.0,2.75,1.37,26.06
18380,"Counsel patients about drug regimens and possible side effects or interactions with other substances, such as food supplements, over-the-counter (OTC) medications, or herbal remedies.",29.8,29.8,70.2,0.07,2.57,2.43,55.49
18382,"Analyze and interpret patients' histories, symptoms, physical findings, or diagnostic information to develop appropriate diagnoses.",57.51,57.51,42.49,0.01,2.58,2.83,45.84
18383,"Diagnose or treat acute health care problems, such as illnesses, infections, or injuries.",73.08,90.48,33.33,0.0,2.44,1.09,25.05
18393,"Provide patients with information needed to promote health, reduce risk factors, or prevent disease or disability.",42.31,42.31,57.69,0.0,2.58,2.04,37.56
18395,Recommend interventions to modify behavior associated with health risks.,48.57,48.57,51.43,0.02,2.74,3.81,61.3
18398,Provide patients or caregivers with assistance in locating health care resources.,64.46,64.86,35.76,0.01,2.5,1.28,21.4
18412,Educate patients about health care management.,36.27,36.27,63.73,0.0,2.34,0.95,22.22
18413,Advise patients about therapeutic exercise and nutritional medicine regimens.,42.79,42.79,57.21,0.01,2.75,6.37,87.89
18414,"Diagnose health conditions, based on patients' symptoms and health histories, laboratory and diagnostic radiology test results, or other physiological measurements, such as electrocardiograms and electroencephalographs.",72.22,72.22,27.78,0.0,2.61,2.15,26.68
18431,Interpret clinical or diagnostic test results.,51.51,51.51,48.49,0.02,2.58,2.22,34.13
18432,Provide instructions to patients or family members concerning diagnoses or treatment plans.,47.59,47.59,52.41,0.01,2.47,1.95,53.8
18436,Prepare diagnostic or treatment reports for other medical practitioners or therapists.,55.88,52.55,41.49,0.0,2.73,4.22,37.88
18441,"Educate patients and family members regarding prenatal, intrapartum, postpartum, newborn, or interconception care.",34.86,34.86,65.14,0.02,2.42,2.09,56.45
18449,"Explain procedures to patients, family members, staff members or others.",36.0,36.0,64.0,0.0,2.48,1.38,12.34
1845,"Monitor all aspects of patient care, including diet and physical activity.",86.21,86.21,13.79,0.0,2.52,8.08,146.79
18456,Write information in medical records or provide narrative summaries to communicate patient information to other health care providers.,53.45,53.04,46.19,0.0,2.5,2.74,33.44
18463,"Provide direct service and support to individuals or clients, such as handling a referral for child advocacy issues, conducting a needs evaluation, or resolving complaints.",71.31,71.31,28.69,0.01,2.81,1.05,12.83
18470,Prepare graphic representations or drawings of proposed plans or designs.,42.13,40.55,55.71,0.01,3.29,5.41,22.14
18484,"Fill out and maintain client-related paperwork, including federal- and state-mandated forms, client diagnostic records, and progress notes.",54.76,54.76,45.24,0.0,3.05,5.82,41.26
18492,Prepare for trial by performing tasks such as organizing exhibits.,41.54,41.54,58.46,0.0,2.95,9.05,67.29
18512,"Catalogue and sort books and other print and non-print materials according to procedure and return them to shelves, files, or other designated storage areas.",96.43,96.43,3.57,0.0,3.45,1.45,5.66
18523,"Evaluate hearing or speech and language test results, barium swallow results, or medical or background information to diagnose and plan treatment for speech, language, fluency, voice, or swallowing disorders.",46.67,46.67,53.33,0.0,2.6,4.07,70.6
18532,"Advise animal owners regarding sanitary measures, feeding, general care, medical conditions, or treatment options.",62.83,63.26,37.43,0.01,2.4,1.34,41.57
18534,"Perform administrative or business management tasks, such as scheduling appointments, accepting payments from clients, budgeting, or maintaining business records.",80.0,80.0,20.0,0.0,2.97,1.42,16.13
18537,Provide clinical services or health education to improve and maintain the oral health of patients or the general public.,31.6,31.6,68.4,0.01,2.43,1.06,16.48
18559,Answer customer questions regarding problems with their accounts.,80.11,86.3,21.43,0.0,2.43,0.48,13.69
18565,"Confer with customers by telephone or in person to provide information about products or services, take or enter orders, cancel accounts, or obtain details of complaints.",28.59,28.59,71.41,0.06,2.59,0.74,11.66
18567,"Answer inquiries pertaining to hotel services, guest registration, and travel directions, or make recommendations regarding shopping, dining, or entertainment.",34.48,34.48,65.52,0.0,2.42,1.56,22.87
18577,Provide clerical support to other departments.,83.33,83.33,16.67,0.0,2.32,0.9,6.15
18582,Diagnose and repair vehicle heating and cooling systems.,79.27,79.27,20.73,0.0,2.39,1.12,41.93
18593,"Advise students on issues such as course selection, progress toward graduation, and career decisions.",32.61,33.06,68.32,0.41,2.7,4.8,61.72
18595,Formulate strategic plans for the institution.,48.22,48.22,51.78,0.0,2.96,14.38,56.59
